FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
19463,2023,5,798175,79580001,LIFT STATION,SR-44,2400,F,F,F,F,1,79,Volusia,5,0,0.093,9,0,59.1,18.8,144.8325,144.832489122939
19464,2023,4,937721,93870100,INDIAN CREEK PKWY RA,CENTRAL BLVD CIR S/N,6100,F,F,F,W,F,93,Palm Beach,4,0,0.926,9,0,99.9,7.2,1490.1436,1490.14355216799
19465,2023,2,380010,38030000,FOLEY CUT OFF,N/A,3100,C,F,F,F,F,38,Taylor,2,3.512,4.75,9.5,0,55.3,12.9,1993.4723,1993.47228517282
19466,2023,4,978620,86472020,SAMPLE ROAD,SR 869 NB,2000,C, , , ,F,86,Broward,8,0,0.309,8,0,0,6.6,501.1116,501.111589703514
19467,2023,4,970714,86472047,SR 91 SB,86472914 RAMP,15000,C,F,F,W,F,86,Broward,8,0,0.305,8,0,99.9,13.6,490.6987,490.698664965414
19468,2023,3,560005,50070000,LIBERTY CO LINE,CR-274/SAWDUST RD,1450,C,F,F,F,A,50,Gadsden,3,0,7.392,9.5,0,59,24.1,11907.041,11907.0410448706
19469,2023,4,935410,93280000,N/A,Bridge No-930183,57500,C,F,F,F,A,93,Palm Beach,4,7.42,7.724,9,0,58,9.5,489.2802,489.280156198365
19470,2023,4,868008,86531500,N/A,END BRIDGE  860102,32500,C,F,F,F,F,86,Broward,4,2.051,2.535,9,0,57.9,3,778.3648,778.364753966114
19471,2023,4,947060,94000070,N/A,N/A,14200,V,F,F,F,F,94,St. Lucie,4,3.786,4.173,9,0,51.6,7.1,622.8837,622.883654793614
19472,2023,4,937685,93589000,PALMETTO PARK RD,GLADES RD,2500,F,F,F,F,1,93,Palm Beach,4,0,0.965,9,0,58.1,2.5,1551.0871,1551.08708104959
19473,2023,3,500273,50610000,CR-269B,CR-270A,350,C,F,F,F,F,50,Gadsden,3,1.752,3.96,9.5,0,56.7,7.7,3559.7137,3559.71373076688
19474,2023,1,134159,13000060,22 ST W,15 ST E,7400,F,F,F,F,1,13,Manatee,1,0,2.264,9,0,57.6,3.8,3636.4581,3636.45813639405
19475,2023,3,491601,49040000,CR-30A/MARINE ST,CR-30A/GULF AVE,4400,C,F,F,F,A,49,Franklin,3,0,1.373,9.5,0,64.2,12,2210.5894,2210.5894257552
19476,2023,6,878371,87000044,SW 192 AVE,SR-5/US-1,11900,S,F,F,F,F,87,Miami-Dade,6,0,1.824,9,0,63.1,5.9,2933.4935,2933.49345436464
19477,2023,4,867708,86000001,SW 172 AVE,DYKES RD,25500,C,F,F,F,F,86,Broward,4,3.486,4.485,9,0,54.2,3,1608.4821,1608.48207607898
19478,2023,4,978632,86472032,UNIVERSITY DRIVE,SR 869 NB,9600,C,F,F,W,F,86,Broward,8,0,0.365,8,0,99.9,6.6,574.6223,574.622347811561
19479,2023,7,159154,15000408,118TH AVE,N/A,1900,X,F,F,F,F,15,Pinellas,7,0,0.29,9,0,53.2,8.7,458.0042,458.004221401803
19480,2023,3,500165,50020000,CR-159/SCOTLAND RD,CR-270/SHADY REST RD,13600,C,F,F,F,A,50,Gadsden,3,12.15,14.818,9.5,0,56.7,11.6,4295.1077,4295.10769307675
19481,2023,7,152774,15190906,I-275 NB,54 AVE S,3700,F,F,F,W,2,15,Pinellas,7,0,0.24,8,0,99.9,3.9,397.1734,397.173400486451
19482,2023,7,159248,15000435,EAST LAKE RD,TARPON WOODS BLVD,7700,X,F,F,F,F,15,Pinellas,7,0,0.746,9,0,53.2,8.7,1200.5972,1200.5971832154
19483,2023,4,937309,93551000,JOG RD,CR-809/MILITARY TRL,17100,C,F,F,F,F,93,Palm Beach,4,0,1.775,9,0,58,7.2,2852.0823,2852.08230315998
19484,2023,5,798185,79580000,KENTUCKY AVE,MLK BLTWY,11000,F,F,F,F,F,79,Volusia,5,2.002,3.203,9,0,59.1,8.1,1932.7317,1932.73174183379
19485,2023,7,159054,15000339,130 AVE,16 AVE SW,4900,T,F,F,F,F,15,Pinellas,7,0,0.763,9,0,53.2,8.7,1222.1739,1222.17390249334
19486,2023,4,948531,94000049,PORT ST LUCIE BLVD,N/A,7800,C,F,F,F,A,94,St. Lucie,4,0,1.221,9,0,51.6,3.8,1965.2819,1965.28193324266
19487,2023,7,159109,15000262,US-19 NB FRONTAGE RD,49 ST N,4600,C,F,F,F,F,15,Pinellas,7,0,1.7,9,0,53.2,8.7,2740.5701,2740.57011310943
19488,2023,4,937324,93565000,N/A,FOREST HILL BLVD,21500,F,F,F,F,F,93,Palm Beach,4,1.152,1.978,9,0,58.1,7.2,1329.6758,1329.67576819366
19489,2023,1,120142,12000225,OLD BURNT STORE RD,BURNT STORE RD,1650,T,F,F,F,F,12,Lee,1,0,0.982,9,0,55.4,8.9,1583.9693,1583.96933560298
19490,2023,4,869674,86512500,SR-817/UNIVERSITY,N/A,35000,C,F,F,F,F,86,Broward,4,0,1.005,9,0,54.2,3,1617.416,1617.41595224644
19491,2023,6,878368,87000031,REDLAND RD/SW 187 AV,SR-5/US-1,10400,S,F,F,F,F,87,Miami-Dade,6,0,1.143,9,0,63.1,5.9,1840.9604,1840.96036111943
19492,2023,4,934092,93220104,SB SR-9/I-95,EB INDIANTOWN RD,5600,F,F,F,W,F,93,Palm Beach,4,0,0.259,8,0,99.9,8.6,425.9065,425.906519996641
19493,2023,4,947040,94635000,SR-70/OKEECHOBEE RD,CR-68/ORANGE AVE,800,V,F,F,F,F,94,St. Lucie,4,0,5.57,9.5,0,53.5,20.7,8953.4971,8953.49705421015
19494,2023,3,505043,50010000,CR-274/BARACK OBAMA,SR-267/PAT THOMAS PK,16200,C,F,F,F,F,50,Gadsden,3,18.625,19.849,9,0,56.7,10.7,1971.5669,1971.56693480755
19495,2023,3,502001,50001000,JACKSON CO LINE,50001022 EB OFF,25000,C,F,F,F,A,50,Gadsden,3,0,5.446,10.5,0,53.6,36,8770.2901,8770.2900801611
19496,2023,4,940065,94000081,SAVAGE BLVD,GATLIN BLVD,1800,S,F,F,F,2,94,St. Lucie,4,0,2.205,9,0,51.6,12.4,3559.709,3559.7090489632
19497,2023,4,937281,93514503,HAGEN RANCH RD,JOG RD,27500,F,F,F,F,F,93,Palm Beach,4,0,0.636,9,0,58,7.2,1021.6894,1021.68936069812
19498,2023,1,124173,12000159,SR-82/IMMOKALEE RD,LEELAND HTS BLVD,11100,C,F,F,F,A,12,Lee,1,0,5.377,9,0,55.4,4.7,8657.4266,8657.42656995361
19499,2023,7,159142,15000310,50 AVE N,22 ST N,2800,X,F,F,W,F,15,Pinellas,7,0,0.12,9,0,99.9,8.7,184.8404,184.840377159977
19500,2023,3,502605,50001005,GORE AT SR-267,GORE AT I-10 WB,850,C,F,F,W,F,50,Gadsden,3,0,0.245,9.5,0,99.9,7,391.1806,391.180580162123
19501,2023,4,869725,86000404,NW 94 AVE,PINE ISLAND RD,1900,C,F,F,F,F,86,Broward,4,0,0.486,9,0,54.2,3,781.4595,781.459498896362
19502,2023,4,937723,93871000,DONALD ROSS ROAD,CENTRAL BLVD,5900,F,F,F,F,1,93,Palm Beach,4,0,2.093,9,0,58.1,1.3,3363.7981,3363.79808898633
19503,2023,1,120136,12000216,BOAT RAMP,EL DORADO PKWY,3400,C,F,F,F,A,12,Lee,1,0,1.044,9,0,53.5,7.1,1679.2079,1679.20788144663
19504,2023,7,150106,15190000,54 AVE N,Bridge No-150100,160000,S,F,F,F,2,15,Pinellas,7,8.365,10.565,9,0,56.5,3.7,3541.2913,3541.29133140321
19505,2023,3,505051,50508000,SR-267/PAT THOMAS PK,S STEWART ST,4200,C,F,F,F,F,50,Gadsden,3,1.546,2.207,9,0,56.7,7.7,1061.2106,1061.210607222
19506,2023,4,935287,93310000,N/A,PRES BARACK OBAMA,8600,C,F,F,F,A,93,Palm Beach,4,22.972,23.605,9,0,58,12.6,1017.8942,1017.89418634171
19507,2023,7,152727,15190011,NB I-275/SR-93,EB I-375/SR-592,4700,F,F,F,W,F,15,Pinellas,7,0,0.189,8,0,99.9,6.8,307.4666,307.466604135464
19508,2023,4,970994,93470112,OKEECHOBEE BLVD,SR 91 SB,3600,C, , , ,F,93,Palm Beach,8,0,0.559,8,0,0,15.8,895.9079,895.907864352424
19509,2023,7,152761,15190074,DR MLK JR ST N,I-275/SR-93 NB,4200,S,F,F,W,F,15,Pinellas,7,0,0.474,9,0,99.9,3,715.4946,715.494632328938
19510,2023,4,869192,86000006,N/A,N/A,27000,C,F,F,F,F,86,Broward,4,0.848,1.968,9,0,54.2,3,1804.9026,1804.90259594903
19511,2023,7,159190,15180503,PASADENA AVE,49 ST,12300,C,F,F,F,F,15,Pinellas,7,0,1.957,9,0,53.2,6.8,3148.0551,3148.05505466406
19512,2023,5,738012,73000030,YACHT CLUB DR,N/A,6500,C,F,F,F,A,73,Flagler,5,0,1.402,9,0,58.9,8.5,2256.0839,2256.08393820246
19513,2023,3,505008,50000002,CR-268/S ADAMS ST,US-90/SR-10/E JEFFER,950,C,F,F,F,A,50,Gadsden,3,0,0.751,9,0,56.7,2.9,1214.5331,1214.53305112444
19514,2023,7,159168,15000446,N/A,N/A,31000,E,F,F,F,F,15,Pinellas,7,0.019,0.053,9,0,53.2,8.7,55.0441,55.0441037967403
19515,2023,4,937640,93535000,1500 NW 10 AVE,SR-808/GLADES RD,7300,F,F,F,F,F,93,Palm Beach,4,0.9,1.048,9,0,58,7.2,235.5273,235.52731303638
19516,2023,1,124177,12000180,SR45/US41/S TAMIAMI,INDY DR,28500,C,F,F,F,A,12,Lee,1,0,0.798,9,0,55.4,11.9,1272.6463,1272.64634549361
19517,2023,7,159147,15000315,WEST BRIDGE JOINT,GULF BLVD SB,7700,X,F,F,W,F,15,Pinellas,7,0,0.16,9,0,99.9,8.7,256.3818,256.381775381522
19518,2023,4,869727,86000403,N/A,N/A,7000,C,F,F,F,F,86,Broward,4,0.764,1.786,9,0,54.2,3,1648.7163,1648.71627986481
19519,2023,7,152728,15000220,5 AVE N,20 ST N,16500,F,F,F,W,F,15,Pinellas,7,0,0.09,8,0,99.9,9.1,145.5815,145.581525628679
19520,2023,2,389105,38501000,US-19/US-27/SR-20,US-221,1400,R,F,F,F,F,38,Taylor,2,0,1.346,9.5,0,55.3,2.4,2177.1724,2177.17244046443
19521,2023,4,869818,86501000,86075069 SB ON,HENDRY COUNTY LINE,1600,C,F,F,F,F,86,Broward,4,0,10.026,9.5,0,54.2,3,16151.4825,16151.4824595606
19522,2023,3,500115,50100000,CR-157/CONCORD RD,LEON COUNTY LINE,2200,C,F,F,F,F,50,Gadsden,3,4.204,7.99,9.5,0,56.7,7.7,6102.632,6102.63198492636
19523,2023,4,970417,93470000,SR 786/PGA BLVD,SR 706/INDIANTOWN RD,57805,C,1,1,1,A,93,Palm Beach,8,35.911,42.823,8,0,54.8,19.2,11117.861,11117.8609599095
19524,2023,7,152739,15190034,22 AVE N WB,I-275/SR-93 NB,11000,F,F,F,W,F,15,Pinellas,7,0,0.228,8,0,99.9,6.8,372.1136,372.113572188644
19525,2023,4,947016,94636000,RANGELINE RD/CR-609,N/A,7300,S,F,F,F,2,94,St. Lucie,4,0,4.626,9,0,53.5,17.4,7443.728,7443.72798710069
19526,2023,4,947077,94000083,MARTIN CO LINE,SE WALTON RD,6100,S,F,F,F,2,94,St. Lucie,4,0,2.648,9,0,52.3,2.7,4254.8831,4254.8831390063
19527,2023,4,937361,93650000,N/A,BELVEDERE RD,41000,F,F,F,F,F,93,Palm Beach,4,1.025,1.076,9,0,58,7.2,81.7576,81.7576017471142
19528,2023,6,878373,87000055,SR-5/US-1/S DIXIE HW,OLD CUTLER RD,9100,S,F,F,F,F,87,Miami-Dade,6,0,1.563,9,0,63.1,3.6,2514.1101,2514.11014198234
19529,2023,1,124607,12000112,CR 884/COLONIAL BLVD,SR 82/DR MLK JR BLVD,15100,C,F,F,F,A,12,Lee,1,0,3.028,9,0,53.8,10.7,4873.5715,4873.57154078316
19530,2023,3,490060,49040000,PARKER AVE,US-319/SR-377,3843,C,A,A,A,A,49,Franklin,3,5.09,10.118,9.5,0,59.1,12.2,8098.0701,8098.07006389754
19531,2023,4,948525,94000025,ANGLE RD,JUANITA AVE,2400,S,F,F,F,2,94,St. Lucie,4,0,0.288,9,0,51.6,4.6,463.0013,463.001291955334
19532,2023,5,797107,79580000,W NEW YORK AVE,NORA LN,2500,C,F,F,F,A,79,Volusia,5,7.216,8.03,9,0,59.1,2.3,1310.0137,1310.0136563005
19533,2023,4,937387,93870000,N/A,INDIAN CREEK PKWY CI,7700,F,F,F,F,F,93,Palm Beach,4,1.12,1.966,9,0,99.9,7.2,1371.3589,1371.35888678393
19534,2023,2,385034,38020000,W CHURCH ST,US-27/US-221/HAMPTON,12400,C,F,F,F,A,38,Taylor,2,0.599,1.029,9,0,55.3,7.9,692.1461,692.14609466391
19535,2023,4,973015,86472000,N/A,Bridge No-860485,100600,C,D,D,D,F,86,Broward,8,2.427,3.263,8,0,56.5,6.6,1343.0579,1343.05794481651
19536,2023,7,150102,15190000,Bridge No-150154,Bridge No-150131,113500,S,F,F,F,F,15,Pinellas,7,2.555,3.555,8,0,56.5,6.8,1609.642,1609.64198602458
19537,2023,4,940044,94000007,CAMINO ST,OLEANDER AVE,900,S,F,F,F,2,94,St. Lucie,4,0,0.825,9,0,51.6,5.4,1332.9298,1332.9297948268
19538,2023,3,501603,50040000,CR-12/5TH AVE E,CR-159A/POTTER WOODB,7800,C,F,F,F,F,50,Gadsden,3,1.091,2.892,9.5,0,56.7,18.5,2903.0777,2903.0777161914
19539,2023,4,934558,93280090,EB SR-704/OKEECHOBEE,NB AUSTRALIAN AVE,12000,F,F,F,W,F,93,Palm Beach,4,0,0.119,8,0,99.9,6.9,198.3624,198.362413861091
19540,2023,4,867357,86560000,N/A,N/A,9400,C,F,F,F,F,86,Broward,4,0.76,1.257,9,0,54.2,3,799.6606,799.660571555505
19541,2023,4,948511,94000060,SW SAVONA BLVD,SW PORT ST LUCIE BLV,6000,C,F,F,F,A,94,St. Lucie,4,0,0.8,9,0,51.6,3.4,1303.6945,1303.694466277
19542,2023,4,937351,93581000,GARDENS E DR,PROSPERITY FARMS RD,8100,F,F,F,F,F,93,Palm Beach,4,1.072,2.044,9,0,58,7.2,1564.9435,1564.94349143743
19543,2023,3,500324,50590000,CR-269/LITTLE SYCAMO,Bridge No-500088,1700,C,F,F,F,F,50,Gadsden,3,0,1.312,9.5,0,56.7,7.7,2111.0099,2111.00990648781
19544,2023,1,134164,13000070,TAMIAMI TRL W,15TH ST E,4300,C,F,F,F,A,13,Manatee,1,0,1.766,9,0,57.6,4.6,2841.5672,2841.56720735296
19545,2023,3,495901,49020001,CR-370/ALLIGATOR DR,END OF PAVEMENT,400,C,F,F,F,F,49,Franklin,3,0,3.539,9.5,0,64.2,10.9,5682.9891,5682.98912243184
19546,2023,4,971162,93470122,SR 706/INDIANTOWN RD,SR 91 NB,6000,C, , , ,F,93,Palm Beach,8,0,0.629,8,0,0,18,1011.1018,1011.10180323648
19547,2023,4,934126,93220143,SB I-95/SR-9,CONGRESS AVE,7600,F,F,F,W,F,93,Palm Beach,4,0,0.314,8,0,99.9,7.2,519.8545,519.854510986797
19548,2023,4,867462,86000012,END OF ROAD,SR-817/UNIVERSITY DR,38000,C,F,F,F,F,86,Broward,4,0,2.867,9,0,54.2,3,4614.8565,4614.85654572663
19549,2023,4,978637,86472037,US 441/SR 7,SR 869 SB,8100,C, , , ,F,86,Broward,8,0,0.412,8,0,0,6.6,663.5125,663.512494694318
19550,2023,5,738002,73000006,CR 13,US 1,250,T,F,F,F,F,73,Flagler,5,0,2.898,9.5,0,58.9,7.7,4665.7931,4665.7930824702
19551,2023,7,155728,15200000,N/A,ANDERSON BLVD,3700,C,F,F,F,F,15,Pinellas,7,0.195,3.414,9,0,53.2,4.3,5171.5396,5171.53957494298
19552,2023,4,937301,93546000,N/A,HYPOLUXO RD,16300,C,F,F,F,F,93,Palm Beach,4,2.26,4.035,9,0,58,7.2,2860.6593,2860.65927817046
19553,2023,5,797102,79560000,US-17/SR-15,SR-11,5500,F,F,F,F,1,79,Volusia,5,0,2.136,9,0,59.1,3.8,3430.2231,3430.22310936914
19554,2023,7,159146,15000314,21 AVE NE,BEACH DR,6000,X,F,F,F,F,15,Pinellas,7,0,1.263,9,0,53.2,8.7,2029.9661,2029.96613806482
19555,2023,2,380014,38010000,SR-51,N/A,5800,C,F,F,F,F,38,Taylor,2,0.226,23.666,9.5,0,55.3,12.4,37741.5999,37741.599944228
19556,2023,7,159112,15000271,ULMERTON RD/SR -688,DONEGAN RD,4900,C,F,F,F,F,15,Pinellas,7,0,0.496,9,0,53.2,8.7,803.2662,803.26615378978
19557,2023,4,937654,93556000,N BROADWAY ST,DIXIE HWY/FEDERAL HW,2700,F,F,F,F,F,93,Palm Beach,4,0,0.277,9,0,58,7.2,443.3369,443.33687168667
19558,2023,1,120161,12000243,PAUL RIVER LOOP,SR 78/ BAY SHORE RD,3400,C,F,F,F,F,12,Lee,1,0,0.519,9,0,55.4,8.9,824.2855,824.285490554211
19559,2023,4,867914,86517000,NW 49 CT,SW 10 ST,27500,C,F,F,F,F,86,Broward,4,2.2,3.311,9,0,57.9,3,1788.7684,1788.76840219943
19560,2023,6,878105,87000024,SW 187 AVE,SW 137 AVE,5100,S,F,F,F,F,87,Miami-Dade,6,0,5.096,9,0,63.1,8,8177.0952,8177.09518572766
19561,2023,3,502608,50001008,GORE AT SR-267,GORE AT I-10 EB,3500,C,F,F,W,F,50,Gadsden,3,0,0.255,9.5,0,99.9,7,409.2091,409.209077690248
19562,2023,4,934089,93220103,NB I-95,SR-706/INDIANTOWN RD,17000,F,F,F,W,F,93,Palm Beach,4,0,0.248,8,0,99.9,8.6,404.8007,404.800704720288
19563,2023,4,947024,94631003,CR-611B/EDWARDS RD,N/A,14100,V,F,F,F,F,94,St. Lucie,4,0,0.322,9,0,51.6,7.1,520.374,520.373976686714
19564,2023,3,502003,50001000,50001022 EB OFF,50001002 EB OFF,22000,C,F,F,F,F,50,Gadsden,3,5.446,13.776,10.5,0,53.6,24.8,13414.5964,13414.5964194175
19565,2023,7,159238,15000422,CR-501/BELCHER RD,WESTLAKE RD,4000,X,F,F,F,F,15,Pinellas,7,0,0.782,9,0,53.2,8.7,1266.5928,1266.5927696193
19566,2023,4,937372,93832000,SW 18 ST,PALMETTO PK,29000,F,F,F,F,F,93,Palm Beach,4,0,1.275,9,0,58,7.2,2052.8232,2052.82323193334
19567,2023,4,938542,93512501,SWINTON AVE,WOOLBRIGHT RD,19300,S,F,F,F,2,93,Palm Beach,4,0,2.24,9,0,58,3.1,3581.4399,3581.43993822225
19568,2023,1,126062,12000152,CR 876 /DANIELS PKWY,CR 884,13500,X,F,F,F,F,12,Lee,1,8.03,12.984,9,0,53.8,9,7968.277,7968.27702342531
19569,2023,4,947003,94000035,CR-615 / S 25 ST,N/A,7000,V,F,F,F,F,94,St. Lucie,4,0,0.407,9,0,51.6,7.1,653.4454,653.445419341348
19570,2023,3,505023,50000010,LILLIAN SPRINGS RD,CR-268/14TH ST,2400,C,F,F,F,F,50,Gadsden,3,0,0.816,9,0,56.7,7.7,1315.3623,1315.36227467856
19571,2023,4,869726,86000403,N/A,MCNAB RD,5400,C,F,F,F,F,86,Broward,4,1.786,2.863,9,0,54.2,3,1737.4394,1737.43943284137
19572,2023,4,937388,93872000,CENTRAL BLVD,MILITARY TRAIL,8800,F,F,F,F,F,93,Palm Beach,4,0,0.469,9,0,58.1,7.2,752.7526,752.752562271464
19573,2023,1,120130,12000209,HIGHLANDS AVE,SANDY LN,1650,S,F,F,F,2,12,Lee,1,1.584,1.83,9,0,53.8,3.9,395.8905,395.890467357926
19574,2023,3,509940,50080000,50001008 EB ON,JOE ADAMS RD,7901,C,A,A,A,A,50,Gadsden,3,11.848,13.175,9,0,52.1,6.7,2135.9385,2135.93849201355
19575,2023,4,970504,93470000,Bridge No-931001,Bridge No-931004,82000,C,F,F,F,F,93,Palm Beach,8,19.93,24.32,9,0,52.5,13.6,7061.193,7061.19304058584
19576,2023,7,152758,15190032,I-275 / SR 93 NB,N/A,3000,S,F,F,W,F,15,Pinellas,7,0,0.12,8,0,99.9,6.8,193.3009,193.300855422961
19577,2023,4,948510,94000057,SW EDINBURGH DR,SW PAAR DR,5800,S,F,F,F,2,94,St. Lucie,4,0.205,0.744,9,0,51.6,7.4,867.2239,867.223857183714
19578,2023,4,937702,93674000,ORANGE BLVD,NORTHLAKE BLVD,2400,F,F,F,F,F,93,Palm Beach,4,0,2.184,9,0,58.1,7.2,3514.7247,3514.72471486742
19579,2023,3,500312,50702002,MCDONALD AVE,CR-269A/LINCOLN DR,100,C,F,F,F,F,50,Gadsden,3,0,0.15,9,0,56.7,7.7,241.1176,241.117633936911
19580,2023,1,124155,12000141,N/A,KISMET PKWY,14400,T,F,F,F,F,12,Lee,1,6.169,10.26,9,0,55.4,8.9,6581.5871,6581.58706142268
19581,2023,4,948550,94520000,C-24 CANAL RD,SR 68 / ORANGE AVE,650,C,F,F,F,A,94,St. Lucie,4,0,7.524,9.5,0,53.5,23.1,12090.5817,12090.5816826305
19582,2023,4,937618,93505002,SR-15,SR-729/STATE MRKT RD,2500,F,F,F,F,F,93,Palm Beach,4,0,0.861,9,0,58.1,7.2,1393.6442,1393.64417446304
19583,2023,4,869003,86000286,NE 7 AVE,FL EAST COAST RAILWY,1850,T,F,F,F,F,86,Broward,4,0,0.26,9,0,54.2,7.3,422.5683,422.568312537443
19584,2023,2,385031,38040000,CHURCH ST,S OLD DIXIE HWY,10200,E,F,F,F,F,38,Taylor,2,0.5,0.762,9,0,55.3,2.4,421.9221,421.92212301519
19585,2023,4,973003,86472000,N/A,N/A,94800,C,D,D,D,F,86,Broward,8,5.444,8.174,9,0,56.5,6.6,4385.963,4385.96304179438
19586,2023,4,947096,94000011,N/A,N/A,5800,R,F,F,F,F,94,St. Lucie,4,1.104,1.631,9,0,51.6,7.1,854.1148,854.114773223953
19587,2023,3,500117,50020000,CR-270/SHADY REST RD,SR-12,5200,C,F,F,F,F,50,Gadsden,3,5.786,10.502,9.5,0,56.7,8.2,7592.0316,7592.03163572743
19588,2023,4,934558,93280133,SR-704/OKEECHOBEE,AUSTRALIAN AVE,12000,F,F,F,W,F,93,Palm Beach,4,0,0.094,8,0,99.9,6.9,144.5438,144.543801174764
19589,2023,4,869246,86570500,SR-7/US-441,N/A,17000,C,F,F,F,F,86,Broward,4,0,0.995,9,0,57.9,3,1601.2086,1601.20859704822
19590,2023,5,797051,79504500,FORT SMITH BLVD,SR-415,21500,F,F,F,F,1,79,Volusia,5,7.948,8.643,9,0,59.1,2.9,1119.2724,1119.27239149357
19591,2023,7,155506,15000325,15241001 WB ON,15240002 FRNT RD S,59500,S,F,F,F,F,15,Pinellas,7,0,0.188,9,0,53.2,7.3,293.7221,293.722074743354
19592,2023,4,947083,94000047,N/A,SE LENNARD RD,16800,V,F,F,F,F,94,St. Lucie,4,0.447,1.213,9,0,52.3,7.1,1229.5004,1229.50041522168
19593,2023,4,933500,93580501,LINTON BLVD,N/A,31000,C,F,F,F,A,93,Palm Beach,4,0,1.473,9,0,58,4.1,2363.5036,2363.50364248848
19594,2023,3,500278,50590000,SR-12,CR-270,900,C,F,F,F,F,50,Gadsden,3,11.616,12.777,9.5,0,56.7,7.7,1868.1036,1868.103595822
19595,2023,2,379139,37550000,CR-250,225TH RD,1100,C,F,F,F,F,37,Suwannee,2,0,2.882,9.5,0,55.5,6.1,4637.9657,4637.96565851769
19596,2023,4,867196,86526500,SW 6 AVE,N/A,31000,C,F,F,F,F,86,Broward,4,0,0.393,9,0,57.9,3,632.9817,632.981688312737
19597,2023,6,878120,87000051,SW 137 AVE,SW 122 AVE,12800,S,F,F,F,F,87,Miami-Dade,6,0.973,2.5,9,0,63.1,8,2456.3685,2456.36845473413
19598,2023,4,934124,93220141,I-95/SR-9 NB,93220145 TO CONGRESS,4900,F,F,F,W,F,93,Palm Beach,4,0,0.203,8,0,99.9,7.2,329.0342,329.034217783202
19599,2023,4,940058,94000065,SR615/MLK ST/N 25 ST,N 13 ST,3600,F,F,F,F,1,94,St. Lucie,4,1.53,2.314,9,0,51.6,5.1,1262.2523,1262.25225022843
19600,2023,4,937703,93678000,HAVERHILL BLVD,MILITARY TR,4300,F,F,F,F,F,93,Palm Beach,4,0,0.516,9,0,58,7.2,831.4266,831.42663776188
19601,2023,4,938540,93510000,SR-809/MILITARY TRL,VILLAGE BLVD,47000,F,F,F,F,1,93,Palm Beach,4,0,0.513,9,0,58,6.9,825.7733,825.773305014731
19602,2023,1,124389,12000128,SR 78/BAYSHORE RD,MELLOW DR,10500,C,F,F,F,A,12,Lee,1,0,1.99,9,0,55.4,10.8,3207.8108,3207.81083159043
19603,2023,4,948537,94530000,SR-70/OKEECHOBEE RD,N/A,6700,C,F,F,F,A,94,St. Lucie,4,0,4.359,9.5,0,53.5,18.2,7015.315,7015.31497392493
19604,2023,4,947093,94000021,N/A,S 3 ST,2000,F,F,F,F,1,94,St. Lucie,4,1.066,1.324,9,0,51.6,6.9,414.0315,414.031510587371
19605,2023,4,970973,93470153,SR 91 SB,PIKE ROAD,6800,C, , , ,F,93,Palm Beach,8,0,0.272,8,0,0,13.6,438.5888,438.588770501657
19606,2023,4,867913,86000290,SR-810/W HILLSBORO B,TRI RAIL ACCESS RD,22500,C,F,F,F,F,86,Broward,4,0,0.281,9,0,57.9,3,459.2263,459.226318491915
19607,2023,2,385033,38010000,N/A,US-221/SR-55/JEFFERS,12000,E,F,F,F,F,38,Taylor,2,26.837,27.458,9,0,55.3,12.4,999.9471,999.947074472788
19608,2023,4,978601,86472001,SR 869 NB,SUNRISE BOULEVARD,10500,C,F,F,W,F,86,Broward,8,0,0.328,8,0,99.9,6.6,534.3179,534.31789147166
19609,2023,7,155716,15000288,Bridge No-154355,137 ST N,17500,E,F,F,F,F,15,Pinellas,7,0.161,0.807,9,0,53.2,4.3,1041.6327,1041.63268458459
19610,2023,3,500145,50050000,50001002 EB OFF,SR-65,3800,C,F,F,F,F,50,Gadsden,3,8.82,11.177,9.5,0,56.7,12.7,3803.8825,3803.8825218515
19611,2023,4,935322,93280001,FLAGLER DR,ROSEMARY AVE,21000,C,F,F,W,2,93,Palm Beach,4,0,0.522,9,0,99.9,2.2,846.4666,846.466594650174
19612,2023,4,869570,86580504,ANDREWS AVE,NE 6 AVE,5200,C,F,F,F,F,86,Broward,4,0,0.506,9,0,57.9,3,817.2211,817.221113939839
19613,2023,4,869317,86000279,SW 39 ST,SR-84,17000,C,F,F,F,F,86,Broward,4,0,1.553,9,0,54.2,3,2499.22,2499.22004323155
19614,2023,4,947086,94000048,VILLAS OF SANDPIPER,WETSMORELAND BLVD,2700,F,F,F,F,F,94,St. Lucie,4,0,1.324,9,0,51.6,7.1,2130.9943,2130.99427196111
19615,2023,4,937688,93598000,SR-717/W CANAL N,NW AVE H,1150,F,F,F,F,1,93,Palm Beach,4,0,0.324,9,0,58.1,9,524.2358,524.235791966064
19616,2023,3,500278,50590000,CR-270B/LONNIE CLARK,SR-12,900,C,F,F,F,F,50,Gadsden,3,5.5,10.879,9.5,0,56.7,7.7,8655.0083,8655.00832744975
19617,2023,1,124141,12000099,DEL PRADO BLVD,ORANGE GROVE BLVD,23500,S,F,F,F,2,12,Lee,1,0,1.59,9,0,53.5,5.1,2557.5759,2557.57593145845
